"BusNum","LoadID","LoadStatus","GenAGCAble","LoadSMW","LoadSMVR","LoadIMW","LoadIMVR","LoadZMW","LoadZMVR","DistStatus","DistMWInput","DistMvarInput","Interruptable","GenMWMax","GenMWMin","LoadModelGroup","AreaNum","ZoneNum","BANumber","OwnerNum","EMSType","EMSDeviceID","DataMaintainerAssign","AllLabels"
20227,"1 ","Closed","YES",0.161640200706547,0.0562918694802256,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20228,"1 ","Closed","YES",0.221985369445102,0.139019080448403,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20229,"1 ","Closed","YES",0.221985369445102,0.0443840677862202,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20229,"2 ","Closed","YES",0.174281373930606,0.0808537517239171,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20231,"1 ","Closed","YES",0.164522989121629,0.0898605081166851,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20232,"1 ","Closed","YES",0.164522989121629,0.0467894827766629,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20233,"1 ","Closed","YES",0.257716408919657,0.189932629350947,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20236,"1 ","Closed","YES",0.174281373930606,0.134461375809459,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20237,"1 ","Closed","YES",0.167808920607972,0.0800319858436895,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20238,"1 ","Closed","YES",0.108131987340814,0.101492398488694,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20238,"2 ","Closed","YES",0.017307745147379,0.00749179900982077,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20239,"1 ","Closed","YES",0.0855888467346783,0.0752322903924246,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20240,"1 ","Closed","YES",0.237028851108995,0.0916714558781161,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20242,"1 ","Closed","YES",0.137478946769753,0.105805950646457,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20245,"1 ","Closed","YES",0.398619346990517,0.312910932697197,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20248,"1 ","Closed","YES",0.398619346990517,0.145534472017191,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20249,"1 ","Closed","YES",0.139163324056806,0.0738646561325539,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20250,"1 ","Closed","YES",0.218042248004035,0.21667938384012,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20251,"1 ","Closed","YES",0.193389477718962,0.110976994270549,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20251,"2 ","Closed","YES",0.0506419977974801,0.0262077829941876,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20252,"1 ","Closed","YES",0.320099402335139,0.158243968136714,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20253,"1 ","Closed","YES",0.214259286554717,0.194751746650552,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20253,"2 ","Closed","YES",0.0527184863545808,0.0343124351665199,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20254,"1 ","Closed","YES",0.214259286554717,0.0867703167903045,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20256,"1 ","Closed","YES",0.0840756566687673,0.0839452809629928,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20257,"1 ","Closed","YES",0.139163324056806,0.0727382552716193,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20259,"1 ","Closed","YES",0.160784209739,0.167445656197747,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20260,"1 ","Closed","YES",0.160784209739,0.0651506040775333,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20261,"1 ","Closed","YES",0.197023324693203,0.220456875292295,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20263,"1 ","Closed","YES",0.0781223243424534,0.0216121510181892,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20264,"1 ","Closed","YES",0.104873669646152,0.0216462691740581,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20264,"2 ","Closed","YES",0.00255142891542536,0.00051618538535435,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20265,"1 ","Closed","YES",0.067110309965726,0.0402091056922723,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20266,"1 ","Closed","YES",0.301830721239322,0.0568147611443262,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20268,"1 ","Closed","YES",0.336136943924984,0.0403994569445542,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20270,"1 ","Closed","YES",0.264818438405335,0.0375341952793487,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20271,"1 ","Closed","YES",0.097142063997431,0.041364227447635,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20272,"1 ","Closed","YES",0.0976611849937512,0.0748074699403083,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20272,"2 ","Closed","YES",0.0121607069642714,0.0116460172373576,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20274,"1 ","Closed","YES",0.0355653727258397,0.0139827854201218,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20276,"1 ","Closed","YES",0.119110865167524,0.149255981221632,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20279,"1 ","Closed","YES",0.340632322912388,0.187387056948552,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20280,"1 ","Closed","YES",0.164528511879965,0.0742923846097846,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20282,"1 ","Closed","YES",0.167510691657819,0.0557575115726131,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20287,"1 ","Closed","YES",0.0349137101012713,0.0412697111028532,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20287,"2 ","Closed","YES",0.0114538167563414,0.00599387651733674,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20292,"1 ","Closed","YES",0.0117520365628547,0.00392605608359738,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20298,"1 ","Closed","YES",0.0167554876010418,0.0177493731602595,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20303,"1 ","Closed","YES",0.00659395286307473,0.00172559017540411,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20310,"1 ","Closed","YES",0.0527074408379085,0.0092932576807467,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20310,"2 ","Closed","YES",0.0369901963724621,0.0184793676281563,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20321,"1 ","Closed","YES",0.00240784205624362,0.00121267938492925,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20322,"1 ","Closed","YES",0.00188872005983781,0.00203128163030168,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20323,"1 ","Closed","YES",0.0828496500363368,0.084751682961485,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20333,"1 ","Closed","YES",0.00840535702072424,0.00446060679990921,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20346,"1 ","Closed","YES",0.0152423021069506,0.0112385184700064,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20352,"1 ","Closed","YES",0.00772055784613888,0.00112244275403291,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20352,"2 ","Closed","YES",0.0161259148668631,0.0017041440084886,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20356,"1 ","Closed","YES",0.166897683769784,0.19645401388404,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20358,"1 ","Closed","YES",0.0179925443219644,0.0039985998384288,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20366,"1 ","Closed","YES",0.00690321704330537,0.00796653065438836,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20373,"1 ","Closed","YES",0.0860969222143262,0.0410616352716423,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20378,"1 ","Closed","YES",0.000485986446474414,0.000448339182974201,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20380,"1 ","Closed","YES",0.0159160569078186,0.00517870897926505,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20382,"1 ","Closed","YES",0.0330360339865428,0.0142722693688405,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20385,"1 ","Closed","YES",0.000640618536589737,0.000726055883739765,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20386,"1 ","Closed","YES",0.00132541756830573,0.00041468521059365,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20389,"1 ","Closed","YES",0.00477150347449162,0.00266778426559164,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20389,"2 ","Closed","YES",0.0125804217394055,0.00353914983819439,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20411,"1 ","Closed","YES",0.00727875203766009,0.00499928009792725,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20417,"1 ","Closed","YES",0.0112881397210312,0.00814097415236707,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20417,"2 ","Closed","YES",0.0136959823487523,0.00855659991005688,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20434,"1 ","Closed","YES",0.0108573794292248,0.00501425179709318,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20451,"1 ","Closed","YES",0.0237139310847539,0.00983442056062655,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20451,"2 ","Closed","YES",0.031953609927213,0.0101674426486585,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
20462,"1 ","Closed","YES",0.00662708827013676,0.00277461548859068,0,0,0,0,"Closed",0,0,"NO ",0,0,"",3,1,1,1,"","","",""
21000,"1 ","Closed","YES",0.109987570136288,0.0127986663420883,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21003,"1 ","Closed","YES",0.186132810999872,0.0679564115562751,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21003,"2 ","Closed","YES",0.0222449253714421,0.0172822591869931,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21004,"1 ","Closed","YES",0.18431589665639,0.0943086476573082,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21007,"1 ","Closed","YES",0.156040306626469,0.073292366741463,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21007,"2 ","Closed","YES",0.00826176987580377,0.00519063651240703,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21009,"1 ","Closed","YES",0.157570055823749,0.170786236226465,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21012,"1 ","Closed","YES",0.157570055823749,0.0449021606560257,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21013,"1 ","Closed","YES",0.277293928879308,0.153042329434707,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21015,"1 ","Closed","YES",0.204230286587268,0.193047666047792,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21016,"1 ","Closed","YES",0.00924478771394745,0.0054374019315523,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21017,"1 ","Closed","YES",0.18146072203299,0.167107717142346,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21019,"1 ","Closed","YES",0.320563314035377,0.0671541449242954,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21023,"1 ","Closed","YES",0.249421500207926,0.072161366114568,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21027,"1 ","Closed","YES",0.249421500207926,0.17452144521462,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21030,"1 ","Closed","YES",0.217324307707613,0.313250850978817,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21030,"2 ","Closed","YES",0.00696948785742945,0.00594816910738799,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21031,"1 ","Closed","YES",0.217324307707613,0.0285899724836693,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21032,"1 ","Closed","YES",0.238409485831199,0.072367957526115,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21034,"1 ","Closed","YES",0.263592422629265,0.029535791066423,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21039,"1 ","Closed","YES",0.219583042717987,0.113636609908798,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21040,"1 ","Closed","YES",0.219583042717987,0.100602343775362,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21042,"1 ","Closed","YES",0.236355092879263,0.25728202660027,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21043,"1 ","Closed","YES",0.298981087661536,0.382708842864299,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21044,"1 ","Closed","YES",0.0938837463027693,0.0540382661164521,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21046,"1 ","Closed","YES",0.0778682866026295,0.0420181018703091,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21048,"1 ","Closed","YES",0.167339504436677,0.16572298855994,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21049,"1 ","Closed","YES",0.150142201883517,0.100746528746812,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21050,"1 ","Closed","YES",0.173850617067664,0.0724721986164789,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21050,"2 ","Closed","YES",0.0757586614955117,0.0152298375340549,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21051,"1 ","Closed","YES",0.16841640573767,0.155626690248133,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21051,"2 ","Closed","YES",0.014712135593958,0.0173233875630997,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21053,"1 ","Closed","YES",0.16841640573767,0.0698440847407806,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21055,"1 ","Closed","YES",0.132486537819374,0.150710988920491,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21055,"2 ","Closed","YES",0.0180919505431505,0.00772586807977374,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21057,"1 ","Closed","YES",0.206350952639238,0.227599559943929,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21059,"1 ","Closed","YES",0.206350952639238,0.194364481739504,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21061,"1 ","Closed","YES",0.160375525622124,0.180881506225208,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21062,"1 ","Closed","YES",0.160375525622124,0.0873010866593253,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21062,"2 ","Closed","YES",0.0562639783390835,0.0213572910890238,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21063,"1 ","Closed","YES",0.119806705286962,0.19999178676405,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21066,"1 ","Closed","YES",0.18961203902798,0.218233308621386,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21068,"1 ","Closed","YES",0.189998613824232,0.0394846259678195,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21068,"2 ","Closed","YES",0.00896865894077884,0.0107315469994798,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21069,"1 ","Closed","YES",0.102200746047845,0.0819978218781322,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21070,"1 ","Closed","YES",0.227292557333364,0.213974456084309,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21071,"1 ","Closed","YES",0.256241887305739,0.179618428183898,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21072,"1 ","Closed","YES",0.227546585929548,0.184652927313171,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21073,"1 ","Closed","YES",0.227546585929548,0.133142558777269,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21074,"1 ","Closed","YES",0.0695071093626847,0.045486087676139,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21075,"1 ","Closed","YES",0.150048324135441,0.0970861986410699,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21076,"1 ","Closed","YES",0.241325410796298,0.315116277218341,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21077,"1 ","Closed","YES",0.241325410796298,0.0557058968911155,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21080,"1 ","Closed","YES",0.309391139666901,0.11902334496219,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21082,"1 ","Closed","YES",0.309391139666901,0.162218331783419,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21084,"1 ","Closed","YES",0.155344475650671,0.198170611157635,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21086,"1 ","Closed","YES",0.155344475650671,0.0962734996072065,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21087,"1 ","Closed","YES",0.33647383218349,0.117390350646351,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21088,"1 ","Closed","YES",0.33647383218349,0.154637817966562,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21090,"1 ","Closed","YES",0.205969900601322,0.236838698503298,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21093,"1 ","Closed","YES",0.205969900601322,0.180760883997175,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21093,"2 ","Closed","YES",0.0321745134029298,0.0270383005925825,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21094,"1 ","Closed","YES",0.195465961704243,0.101830669257986,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21095,"1 ","Closed","YES",0.195465961704243,0.132945852439685,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21096,"1 ","Closed","YES",0.137777157432627,0.0644474977848146,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21097,"1 ","Closed","YES",0.331514541495848,0.283807660609453,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21098,"1 ","Closed","YES",0.211619499506426,0.0786468039189652,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21099,"1 ","Closed","YES",0.213049839053655,0.117690385861098,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21104,"1 ","Closed","YES",0.392969748085413,0.552691159417892,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21105,"1 ","Closed","YES",0.216313679506653,0.0661422461700978,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21106,"1 ","Closed","YES",0.259638273958805,0.373009174852407,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21106,"2 ","Closed","YES",0.0472953205412596,0.0139275384715137,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21108,"1 ","Closed","YES",0.259638273958805,0.146398277104585,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21108,"2 ","Closed","YES",0.225309941952518,0.0360598597177531,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21110,"1 ","Closed","YES",0.292353997105489,0.32784128649085,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21113,"1 ","Closed","YES",0.292353997105489,0.178785218174418,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21114,"1 ","Closed","YES",0.292353997105489,0.188587640092728,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21115,"1 ","Closed","YES",0.148452292694488,0.198729372150522,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21115,"2 ","Closed","YES",0.00754383529415637,0.00313339775180247,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21117,"1 ","Closed","YES",0.255010348771333,0.121778903314954,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21117,"2 ","Closed","YES",0.0767416804766104,0.0651442849279027,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21119,"1 ","Closed","YES",0.182360895067226,0.0873974827161583,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21121,"1 ","Closed","YES",0.649415959162311,0.407938912985077,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21124,"1 ","Closed","YES",0.171884569961827,0.1514773364666,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21126,"1 ","Closed","YES",0.227143442858287,0.283982672858541,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21128,"1 ","Closed","YES",0.227143442858287,0.125587642215697,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21129,"1 ","Closed","YES",0.522358137345514,0.29821302188436,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21131,"1 ","Closed","YES",0.30917575209179,0.18124670110535,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21131,"2 ","Closed","YES",0.182360895067226,0.0575697474896556,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21133,"1 ","Closed","YES",0.353306650973743,0.219881793975952,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21137,"1 ","Closed","YES",0.353306650973743,0.399532265721757,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21138,"1 ","Closed","YES",0.143874081475681,0.103096135639314,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21140,"1 ","Closed","YES",0.382896566051275,0.345943267371215,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21140,"2 ","Closed","YES",0.150048324135441,0.0501475883559755,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21142,"1 ","Closed","YES",0.382896566051275,0.239254747688242,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21143,"1 ","Closed","YES",0.225309941952518,0.115123174655856,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21144,"1 ","Closed","YES",0.203495778015838,0.0072648714635208,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21145,"1 ","Closed","YES",0.144895755193313,0.0918268638362243,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21146,"1 ","Closed","YES",0.237868273801534,0.0707253932645096,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21147,"1 ","Closed","YES",0.146894929705527,0.0586335152393342,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21148,"1 ","Closed","YES",0.187745401572194,0.0542888704328194,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21148,"2 ","Closed","YES",0.152069580537361,0.104384490279147,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21150,"1 ","Closed","YES",0.162336049969625,0.0772140321079586,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21153,"1 ","Closed","YES",0.162336049969625,0.267155048291793,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21155,"1 ","Closed","YES",0.224973071981291,0.176358919030231,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21156,"1 ","Closed","YES",0.224973071981291,0.0706746133963053,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21158,"1 ","Closed","YES",0.0335772460162077,0.0412555662696685,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21159,"1 ","Closed","YES",0.264873665988696,0.130154115158502,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21161,"1 ","Closed","YES",0.212944906645268,0.257683997493835,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21161,"2 ","Closed","YES",0.154736990520972,0.209807731551997,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
21165,"1 ","Closed","YES",0.549507102962137,0.483679455401863,0,0,0,0,"Closed",0,0,"NO ",0,0,"",4,1,1,1,"","","",""
