"BusNum","BusNum.1","LineCircuit","BranchDeviceType","ConsolidateBranch","LineStatus","NormLineStatus","SeriesCapStatus","LineMeter","LineR","LineX","LineC","LineG","LineLength","LineMonEle"
10630,10790,1,"Line","","Closed","Closed","NO",10630,0.201001813682966,0.140364973809969,0.00183688893374527,0,24.6158924102783,"YES"
10631,10632,1,"Line","","Closed","Closed","NO",10631,0.00225540227448275,0.00133081797780573,0,0,0,"YES"
10632,10636,1,"Line","","Closed","Closed","NO",10632,0.0333751217008696,0.0347353624899419,0.00166221431400815,0,11.7560729980469,"YES"
10971,10632,1,"Line","","Closed","Closed","NO",10971,0.0677365936839862,0.0674431559623929,0.0011759485609403,0,13.2522258758545,"YES"
10633,10868,1,"Line","","Closed","Closed","NO",10633,0.0324609285694857,0.0226771685746755,0.000584804423896497,0,5.7589111328125,"YES"
10971,10634,1,"Line","","Closed","Closed","NO",10971,0.0804309343209828,0.0743030306683218,0.00318916807917204,0,21.6099815368652,"YES"
10636,10635,1,"Line","","Closed","Closed","NO",10636,0.0246757540114922,0.0184069822924489,0.000346069403112168,0,3.59707021713257,"YES"
10635,10647,1,"Line","","Closed","Closed","NO",10635,0.023502539083092,0.0213323036850424,0.000276139931170088,0,3.48922848701477,"YES"
10636,10637,1,"Line","","Closed","Closed","NO",10636,0.00161155170617819,0.00124518432185266,0,0,0,"YES"
10650,10636,1,"Line","","Closed","Closed","NO",10650,0.0154139799370876,0.011201549676128,0.000308756901779395,0,2.85671949386597,"YES"
10644,10638,1,"Line","","Closed","Closed","NO",10644,0.00947098871573577,0.00949276990806709,0.000433253337243414,0,3.22974801063538,"YES"
10638,10648,1,"Line","","Closed","Closed","NO",10638,0.0177679915107813,0.0192112599974576,0.000527515503425033,0,5.16907930374146,"YES"
10779,10638,1,"Line","","Closed","Closed","NO",10779,0.0175085130896296,0.0200234785118189,0.000476994501430907,0,4.70119619369507,"YES"
10639,10640,1,"Line","","Closed","Closed","NO",10639,0.0017383732422008,0.00135617706484331,0,0,0,"YES"
10640,10641,1,"Line","","Closed","Closed","NO",10640,0.0217623936782313,0.0221722936283391,0.00100890066790682,0,7.04045534133911,"YES"
10640,10665,1,"Line","","Closed","Closed","NO",10640,0.0119659399631711,0.0105130590312661,0.00421880139285983,0,10.5982313156128,"YES"
10641,10665,1,"Line","","Closed","Closed","NO",10641,0.0153098099218439,0.0183267993814062,0.000451594718960913,0,4.61549711227417,"YES"
10871,10641,1,"Line","","Closed","Closed","NO",10871,0.00345184817529905,0.00364395688012955,5.52712828551736e-05,0,0.667324125766754,"YES"
10642,10643,1,"Line","","Closed","Closed","NO",10642,0.00208896124043675,0.00131587705605747,0,0,0,"YES"
10642,10644,1,"Line","","Closed","Closed","NO",10642,0.00222733876981131,0.00133303126437479,0,0,0,"YES"
10968,10644,1,"Line","","Closed","Closed","NO",10968,0.0188701785549299,0.0126005255094926,0.000476458679627754,0,3.82650184631348,"YES"
10645,10646,1,"Line","","Closed","Closed","NO",10645,0.00186771740704032,0.00127425522892236,0,0,0,"YES"
10645,10826,1,"Line","","Closed","Closed","NO",10645,0.041661160247927,0.0365392125812968,0.00354299816443863,0,16.5837135314941,"YES"
74011,10645,1,"Line","","Closed","Closed","NO",74011,0.160741952119039,0.106454370320102,0.00225023031213084,0,23.7123355865479,"YES"
10652,10647,1,"Line","","Closed","Closed","NO",10652,0.0301713589550147,0.0297082008980418,0.000681738711900848,0,6.85264158248901,"YES"
10656,10648,1,"Line","","Closed","Closed","NO",10656,0.0340886039373196,0.0317693225105225,0.00073718154062032,0,7.45612668991089,"YES"
10648,10662,1,"Line","","Closed","Closed","NO",10648,0.0115758398174897,0.00946582252538525,0.000304833113376862,0,2.75843071937561,"YES"
10651,10649,1,"Line","","Closed","Closed","NO",10651,0.00875481942187394,0.00801135573836188,0.00024653341323058,0,2.04763031005859,"YES"
10649,10662,1,"Line","","Closed","Closed","NO",10649,0.0223073078463819,0.0254893109600052,0.00199937062762832,0,10.7400979995728,"YES"
10871,10650,1,"Line","","Closed","Closed","NO",10871,0.018346295440705,0.0157192312943812,0.000236161319055651,0,2.89040064811707,"YES"
10651,10779,1,"Line","","Closed","Closed","NO",10651,0.0198142103173113,0.0152128249062411,0.000296044731580168,0,3.36755275726318,"YES"
10652,10658,1,"Line","","Closed","Closed","NO",10652,0.0419930943818765,0.0349982075602738,0.00203378803347827,0,13.25257396698,"YES"
10652,74021,1,"Line","","Closed","Closed","NO",10652,0.0588777201591491,0.0533874739284608,0.00388277330540917,0,21.3925895690918,"YES"
10653,10654,1,"Line","","Closed","Closed","NO",10653,0.00220808306174266,0.00118650393462609,0,0,0,"YES"
10662,10654,1,"Line","","Closed","Closed","NO",10662,0.0102935171863209,0.00763549593492204,0.00033753632786883,0,2.64155006408691,"YES"
10654,10671,1,"Line","","Closed","Closed","NO",10654,0.0195237569735638,0.0213375476157469,0.000629885313846605,0,5.62654685974121,"YES"
10654,74002,1,"Line","","Closed","Closed","NO",10654,0.0376168437937446,0.0364617993218181,0.00503050388177099,0,21.2031555175781,"YES"
10655,10656,1,"Line","","Closed","Closed","NO",10655,0.00193739825009267,0.00115451983676675,0,0,0,"YES"
10656,10662,1,"Line","","Closed","Closed","NO",10656,0.0374339271901155,0.028067614703129,0.00112840886406071,0,8.4606237411499,"YES"
10657,10665,1,"Line","","Closed","Closed","NO",10657,0.0139861979313606,0.00953970094749309,0.000218382903016209,0,2.2857186794281,"YES"
10657,10671,1,"Line","","Closed","Closed","NO",10657,0.0447301170115504,0.0337498459782639,0.000800405567811025,0,7.39541673660278,"YES"
10666,10658,1,"Line","","Closed","Closed","NO",10666,0.0340829066731079,0.0251167264728759,0.00107070574689624,0,8.26571464538574,"YES"
10659,74014,1,"Line","","Closed","Closed","NO",10659,0.134765981957137,0.0968013940482508,0.00276785595757868,0,24.3398418426514,"YES"
10660,10679,1,"Line","","Closed","Closed","NO",10660,0.0443758118074628,0.0382483872494454,0.000997359400556138,0,9.53676605224609,"YES"
10660,10871,1,"Line","","Closed","Closed","NO",10660,0.0297433862279238,0.0236248838373032,0.000600842566482391,0,5.70306301116943,"YES"
10661,10663,1,"Line","","Closed","Closed","NO",10661,0.0018232976477942,0.00124501362655727,0,0,0,"YES"
10661,10664,1,"Line","","Closed","Closed","NO",10661,0.00163762911539176,0.00119710991824982,0,0,0,"YES"
10970,10661,1,"Line","","Closed","Closed","NO",10970,0.00829732418818692,0.0137892924945199,0.0191238695192962,0,0,"YES"
10793,10663,1,"Line","","Closed","Closed","NO",10793,0.0229803806031013,0.0383418704810588,0.0378517696031416,0,55.7579078674316,"YES"
10663,74234,1,"Line","","Closed","Closed","NO",10663,0.0210920659350639,0.0442796866579746,0.053642817094537,0,73.8109893798828,"YES"
10666,10667,1,"Line","","Closed","Closed","NO",10666,0.0018291859038317,0.00126195406443413,0,0,0,"YES"
10666,74300,1,"Line","","Closed","Closed","NO",10666,0.0569441171581197,0.0453602060709803,0.00279953232870204,0,16.7543544769287,"YES"
10674,10668,1,"Line","","Closed","Closed","NO",10674,0.0170516483484987,0.0159797487015942,0.000289651073192516,0,3.07648420333862,"YES"
10668,10678,1,"Line","","Closed","Closed","NO",10668,0.026855860283243,0.0277717970807547,0.00172113676485917,0,10.8427448272705,"YES"
10669,10826,1,"Line","","Closed","Closed","NO",10669,0.0386936372672285,0.0379092483383118,0.000593361954315459,0,6.89067792892456,"YES"
74011,10669,1,"Line","","Closed","Closed","NO",74011,0.103967393552344,0.0923452686851396,0.0016341467595856,0,18.7715225219727,"YES"
10670,10826,1,"Line","","Closed","Closed","NO",10670,0.0581255864458895,0.0487533759783762,0.00159123703711835,0,13.8029003143311,"YES"
10670,74027,1,"Line","","Closed","Closed","NO",10670,0.0846055958908436,0.0587190917159285,0.00378692490940477,0,24.0288066864014,"YES"
10671,74025,1,"Line","","Closed","Closed","NO",10671,0.0704223725481953,0.0644926166140601,0.00163195867213529,0,16.6804904937744,"YES"
10672,74300,1,"Line","","Closed","Closed","NO",10672,0.0620526137221707,0.0394046803909423,0.00089462766038553,0,9.43007469177246,"YES"
10672,77184,1,"Line","","Closed","Closed","NO",10672,0.16411799212617,0.169323089281169,0.0190666370101332,0,79.776252746582,"YES"
10679,10673,1,"Line","","Closed","Closed","NO",10679,0.0282672925105549,0.0279433078608722,0.00272555987506447,0,12.7418079376221,"YES"
74006,10673,1,"Line","","Closed","Closed","NO",74006,0.0319659936691944,0.0263187317074574,0.00100794116189854,0,8.16802597045898,"YES"
10674,10675,1,"Line","","Closed","Closed","NO",10674,0.00163830966097808,0.0013561310466759,0,0,0,"YES"
10674,10679,1,"Line","","Closed","Closed","NO",10674,0.0225985954072997,0.0217547526022225,0.000668918240209574,0,6.1080846786499,"YES"
10676,10677,1,"Line","","Closed","Closed","NO",10676,0.00200622006899043,0.00135233802598209,0,0,0,"YES"
10676,10790,1,"Line","","Closed","Closed","NO",10676,0.092171232589554,0.0721929842525574,0.00612386971219753,0,31.8013782501221,"YES"
10676,74003,1,"Line","","Closed","Closed","NO",10676,0.0298031196898126,0.0256559095682994,0.00369117871822398,0,14.0887632369995,"YES"
10678,74241,1,"Line","","Closed","Closed","NO",10678,0.0348741625372858,0.0353327532161862,0.00282271610920053,0,14.1977081298828,"YES"
10679,74024,1,"Line","","Closed","Closed","NO",10679,0.0629958376110819,0.0581094558763941,0.00325466547866922,0,20.7021408081055,"YES"
10680,10812,1,"Line","","Closed","Closed","NO",10680,0.000824687446574976,0.00352113171584426,0.125708368754109,0,32.1583213806152,"YES"
10680,10905,1,"Line","","Closed","Closed","NO",10680,0.00047274746769602,0.00207653007345886,0.0570138642744844,0,17.8181076049805,"YES"
11000,10680,1,"Line","","Closed","Closed","NO",11000,0.00201354932542425,0.00944172719889273,0.27370350490492,0,81.7644653320312,"YES"
10681,10915,1,"Line","","Closed","Closed","NO",10681,0.0056153041309226,0.0093704257941597,0.0180573860235481,0,18.8801956176758,"YES"
10690,10692,1,"Line","","Closed","Closed","NO",10690,0.00204273507172062,0.00134346829176179,0,0,0,"YES"
10690,10984,1,"Line","","Closed","Closed","NO",10690,0.0224781239104246,0.0241110218981752,0.00109733010344755,0,8.00589752197266,"YES"
10690,11068,1,"Line","","Closed","Closed","NO",10690,0.00376152912716844,0.00363078417970917,4.03708325440637e-05,0,0.61598938703537,"YES"
10693,10696,1,"TransformerWinding","","Closed","Closed","NO",10693,0.000754302677902449,-0.00284251865657841,0,0,0,"YES"
10693,10863,1,"Line","","Closed","Closed","NO",10693,0.098938598974869,0.0798810489875078,0.00171005932382262,0,17.0901660919189,"YES"
10694,10696,1,"TransformerWinding","","Closed","Closed","NO",10694,0.0265822071951825,0.11238239211869,0,0,0,"YES"
10695,10696,1,"TransformerWinding","","Closed","Closed","NO",10695,0.0265822071951825,0.11238239211869,0,0,0,"YES"
10697,10700,1,"Line","","Closed","Closed","NO",10697,0.00179232052988997,0.00115782083763578,0,0,0,"YES"
10697,10701,1,"Line","","Closed","Closed","NO",10697,0.00156620256314508,0.00126673888365457,0,0,0,"YES"
10701,10718,1,"Line","","Closed","Closed","NO",10701,0.0111882677888961,0.021206250292804,0.0259361580424457,0,34.2189826965332,"YES"
10701,10979,1,"Line","","Closed","Closed","NO",10701,0.0112840078201028,0.0204632880502009,0.0154190263175634,0,27.2344818115234,"YES"
10702,10704,1,"Line","","Closed","Closed","NO",10702,0.00217533235422815,0.00114921530655685,0,0,0,"YES"
10702,10705,1,"Line","","Closed","Closed","NO",10702,0.00189176174119747,0.00123454021271232,0,0,0,"YES"
10702,10706,1,"Line","","Closed","Closed","NO",10702,0.00200145449363952,0.00122077583102903,0,0,0,"YES"
10705,11002,1,"Line","","Closed","Closed","NO",10705,0.0261326326339968,0.0230254105214363,0.000933220530591064,0,7.03082847595215,"YES"
10705,13380,1,"Line","","Closed","Closed","NO",10705,0.094104227929234,0.096452460758789,0.00691544470104608,0,41.335033416748,"YES"
10707,10716,1,"Line","","Closed","Closed","NO",10707,0.00210898333064791,0.00136612448033289,0,0,0,"YES"
10718,10708,1,"Line","","Closed","Closed","NO",10718,0.0051562568142371,0.00908836439327045,0.0130739171852147,0,17.2120838165283,"YES"
11075,10708,1,"Line","","Closed","Closed","NO",11075,0.0127335163534384,0.0224029709294632,0.0305692577851294,0,40.2139205932617,"YES"
10716,10717,1,"Line","","Closed","Closed","NO",10716,0.000537787648442184,0.00224287972881832,0.060441769121239,0,18.4847259521484,"YES"
10716,10734,1,"Line","","Closed","Closed","NO",10716,0.00317646650144928,0.0130295593053717,0.38073671893638,0,111.859733581543,"YES"
10716,11011,1,"Line","","Closed","Closed","NO",10716,0.00182241963422243,0.00763761009514793,0.316446704203629,0,75.0215377807617,"YES"
10717,10861,1,"Line","","Closed","Closed","NO",10717,0.00381646496220445,0.0160785679002469,0.581629459273724,0,151.757247924805,"YES"
10717,10892,1,"Line","","Closed","Closed","NO",10717,0.00381472979049017,0.0174037113296711,0.605916964184817,0,155.043518066406,"YES"
10905,10717,1,"Line","","Closed","Closed","NO",10905,0.00091631495178007,0.00385251041217758,0.158681106956211,0,36.3147621154785,"YES"
10717,11074,1,"Line","","Closed","Closed","NO",10717,0.001591829056025,0.00590861979007565,0.168250117687347,0,48.5242614746094,"YES"
10718,10721,1,"TransformerWinding","","Closed","Closed","NO",10718,0.00740088319818758,0.0736849060821857,0,0,0,"YES"
10719,10721,1,"TransformerWinding","","Closed","Closed","NO",10719,-0.00361105588788582,-0.0359525087717904,0,0,0,"YES"
10720,10721,1,"TransformerWinding","","Closed","Closed","NO",10720,0.0188573825416604,0.187748523788559,0,0,0,"YES"
10728,10748,1,"Line","","Closed","Closed","NO",10728,0.0336050249280248,0.0605637781150027,0.101149758561189,0,110.727874755859,"YES"
10769,10728,1,"Line","","Closed","Closed","NO",10769,0.0165030372810986,0.030045571855395,0.0611541624985366,0,69.8268508911133,"YES"
10730,10733,1,"TransformerWinding","","Closed","Closed","NO",10730,0.00233283782472579,0.0206715191875296,0,0,0,"YES"
10731,10733,1,"TransformerWinding","","Closed","Closed","NO",10731,0.00139138950120234,0.0123292419914862,0,0,0,"YES"
11010,10731,1,"Line","","Closed","Closed","NO",11010,0.0437371843167678,0.0271433451617004,0.000507064674429817,0,5.68399095535278,"YES"
10732,10733,1,"TransformerWinding","","Closed","Closed","NO",10732,0.0240907675629725,0.213470770150461,0,0,0,"YES"
10734,10861,1,"Line","","Closed","Closed","NO",10734,0.00104895037777006,0.00447591745585612,0.112651605538807,0,36.8095207214355,"YES"
10735,10838,1,"Line","","Closed","Closed","NO",10735,0.00346475900319485,0.00604679201319132,0.0138652872164008,0,14.1660804748535,"YES"
10837,10736,1,"Line","","Closed","Closed","NO",10837,0.00397293117373253,0.00301777429884237,9.14868633833066e-05,0,0.778142094612122,"YES"
13666,10739,1,"Line","","Closed","Closed","NO",13666,0.000845767840055581,0.00383818244171728,0.135357819339558,0,34.4432106018066,"YES"
10813,10740,1,"Line","","Closed","Closed","NO",10813,0.00407563691831143,0.00733930856192362,0.00672765690103103,0,11.1305046081543,"YES"
10862,10740,1,"Line","","Closed","Closed","NO",10862,0.00873084841101545,0.0133017642569163,0.0502401910901612,0,39.2173728942871,"YES"
10741,10935,1,"Line","","Closed","Closed","NO",10741,0.0228026396584215,0.0163217696342354,0.000444114312299659,0,4.11272859573364,"YES"
10907,10745,1,"Line","","Closed","Closed","NO",10907,0.0466472077813473,0.0370050662620515,0.00159855358725274,0,12.528603553772,"YES"
10747,10916,1,"Line","","Closed","Closed","NO",10747,0.00245227972198812,0.0106921307033076,0.424627137513325,0,94.7052536010742,"YES"
11011,10747,1,"Line","","Closed","Closed","NO",11011,0.00100990703842128,0.0041940136404355,0.132831925492668,0,35.3293876647949,"YES"
10747,11074,1,"Line","","Closed","Closed","NO",10747,0.000360876283343889,0.00148938922513591,0.0475800335339671,0,12.844482421875,"YES"
10748,11075,1,"Line","","Closed","Closed","NO",10748,0.00357522340651946,0.0059403931942906,0.0108280272899966,0,12.7476835250854,"YES"
10862,10756,1,"Line","","Closed","Closed","NO",10862,0.00339683265057019,0.00599947945105181,0.00736878693753567,0,9.67949771881104,"YES"
10928,10756,1,"Line","","Closed","Closed","NO",10928,0.00413229431414999,0.00820386471528633,0.0178147665686985,0,19.5225372314453,"YES"
10769,10758,1,"Line","","Closed","Closed","NO",10769,0.00950452073348954,0.0188934820775205,0.0219391942742957,0,29.0554904937744,"YES"
10758,10917,1,"Line","","Closed","Closed","NO",10758,0.0125279371427232,0.0226603023812257,0.0312568129242207,0,38.047176361084,"YES"
10760,10762,1,"Line","","Closed","Closed","NO",10760,0.00207624096530511,0.00133578245516229,0,0,0,"YES"
10760,10763,1,"Line","","Closed","Closed","NO",10760,0.00153112197488618,0.00127705029749739,0,0,0,"YES"
10760,10764,1,"Line","","Closed","Closed","NO",10760,0.00167526295701894,0.00132672637411875,0,0,0,"YES"
10760,10765,1,"Line","","Closed","Closed","NO",10760,0.00155434603208098,0.00119294527409944,0,0,0,"YES"
10761,13335,1,"Line","","Closed","Closed","NO",10761,0.0367818363124148,0.0302043687790287,0.00123986534776988,0,9.93638896942139,"YES"
10761,13350,1,"Line","","Closed","Closed","NO",10761,0.0153659044406234,0.0151822827555518,0.000252098592604835,0,2.81251764297485,"YES"
13302,10762,1,"Line","","Closed","Closed","NO",13302,0.00271836185016625,0.00533048178084674,0.00928864070535108,0,10.8363780975342,"YES"
13340,10762,1,"Line","","Closed","Closed","NO",13340,0.00307399060565389,0.0057124951764399,0.00754481871676705,0,10.328197479248,"YES"
10762,13621,1,"Line","","Closed","Closed","NO",10762,0.015817382773204,0.0270820981914509,0.0868444239555954,0,66.821907043457,"YES"
10762,13667,1,"Line","","Closed","Closed","NO",10762,0.00853198860007639,0.0140131965635157,0.0206178793543179,0,25.1059341430664,"YES"
10766,11056,1,"Line","","Closed","Closed","NO",10766,0.00431160973397331,0.00882966416857509,0.0123749742915138,0,14.3875751495361,"YES"
13438,10766,1,"Line","","Closed","Closed","NO",13438,0.0070152707018209,0.0149607662803115,0.0225440846176061,0,25.54274559021,"YES"
13432,10767,1,"Line","","Closed","Closed","NO",13432,0.12436863634555,0.121973006282375,0.00233192525811776,0,25.2674236297607,"YES"
10917,10769,1,"Line","","Closed","Closed","NO",10917,0.00287556744154424,0.00542177005289375,0.00632849966151078,0,8.92014980316162,"YES"
11037,10770,1,"Line","","Closed","Closed","NO",11037,0.0690323876052708,0.0713211219124763,0.00370254537425067,0,25.9024887084961,"YES"
10775,10777,1,"Line","","Closed","Closed","NO",10775,0.00204831005725758,0.00122556533233045,0,0,0,"YES"
10777,10894,1,"Line","","Closed","Closed","NO",10777,0.00498957100331085,0.00439422129623871,6.47393147410663e-05,0,0.828734457492828,"YES"
10778,10779,1,"Line","","Closed","Closed","NO",10778,0.00184006486409067,0.00136298387418107,0,0,0,"YES"
10778,10780,1,"Line","","Closed","Closed","NO",10778,0.0015348091050136,0.00134515557997548,0,0,0,"YES"
11036,10781,1,"Line","","Closed","Closed","NO",11036,0.010865553949987,0.00897988351984204,0.000857133971547089,0,4.13907957077026,"YES"
10784,10786,1,"Line","","Closed","Closed","NO",10784,0.00158953221467117,0.00130860565051213,0,0,0,"YES"
10784,10787,1,"Line","","Closed","Closed","NO",10784,0.00163236498551616,0.00122070426207681,0,0,0,"YES"
10786,11034,1,"Line","","Closed","Closed","NO",10786,0.00353426092861726,0.00638247367572471,0.0088821636276056,0,12.018967628479,"YES"
10893,10788,1,"Line","","Closed","Closed","NO",10893,0.0119607247886715,0.016912604376909,0.0292328746408616,0,32.5562744140625,"YES"
10789,10792,1,"Line","","Closed","Closed","NO",10789,0.0016561327108221,0.00121986576825905,0,0,0,"YES"
10789,10793,1,"Line","","Closed","Closed","NO",10789,0.00215462642546815,0.00128156475998431,0,0,0,"YES"
10825,10793,1,"Line","","Closed","Closed","NO",10825,0.0155447026458011,0.0270484664024057,0.0247942479348861,0,39.4053611755371,"YES"
10794,10799,1,"Line","","Closed","Closed","NO",10794,0.00217056151013722,0.00131191588176939,0,0,0,"YES"
10893,10799,1,"Line","","Closed","Closed","NO",10893,0.00249950124350695,0.00451640434656017,0.00496203541819219,0,7.78628778457642,"YES"
10800,10933,1,"Line","","Closed","Closed","NO",10800,0.0503267588262495,0.0320339911845116,0.00283113252572094,0,14.7374887466431,"YES"
10800,13458,1,"Line","","Closed","Closed","NO",10800,0.0741544599561146,0.0698964080110618,0.00309024312617157,0,22.9147243499756,"YES"
13517,10800,1,"Line","","Closed","Closed","NO",13517,0.0488590880679308,0.047264116781318,0.00132242204756449,0,12.6667280197144,"YES"
10801,10804,1,"TransformerWinding","","Closed","Closed","NO",10801,-0.00156001069596375,-0.00748076466286928,0,0,0,"YES"
10801,10866,1,"Line","","Closed","Closed","NO",10801,0.0530635461188691,0.0340985951950561,0.000492573373078519,0,5.85701131820679,"YES"
10802,10804,1,"TransformerWinding","","Closed","Closed","NO",10802,0.0327069541411116,0.15684089039255,0,0,0,"YES"
10803,10804,1,"TransformerWinding","","Closed","Closed","NO",10803,0.0327069541411116,0.15684089039255,0,0,0,"YES"
10918,10805,1,"Line","","Closed","Closed","NO",10918,0.0313920241560631,0.0212318192708435,0.000318777187359905,0,4.16219997406006,"YES"
10808,10812,1,"Line","","Closed","Closed","NO",10808,0.00171784502365116,0.00123186166106698,0,0,0,"YES"
10809,10974,1,"Line","","Closed","Closed","NO",10809,0.00635789659506201,0.0137768633085602,0.0297113225469457,0,30.8511199951172,"YES"
10810,10943,1,"Line","","Closed","Closed","NO",10810,0.0687499480150984,0.0491164871441593,0.0185982440858381,0,42.8452529907227,"YES"
10812,13470,1,"Line","","Closed","Closed","NO",10812,0.00111115015881668,0.00492576323549274,0.129995986600162,0,41.9767837524414,"YES"
10813,10816,1,"TransformerWinding","","Closed","Closed","NO",10813,0.0106519030295564,0.0981006303196145,0,0,0,"YES"
10813,10953,1,"Line","","Closed","Closed","NO",10813,0.00327269235439226,0.00617294439799915,0.0104770794903589,0,11.2632751464844,"YES"
10814,10816,1,"TransformerWinding","","Closed","Closed","NO",10814,-0.00692839313039477,-0.0638082986397732,0,0,0,"YES"
10815,10816,1,"TransformerWinding","","Closed","Closed","NO",10815,0.0233124499680447,0.214700238599275,0,0,0,"YES"
10817,10819,1,"Line","","Closed","Closed","NO",10817,0.00214861984231097,0.00126082126838295,0,0,0,"YES"
10819,11026,1,"Line","","Closed","Closed","NO",10819,0.0251761824513809,0.0464033758550903,0.0450556828977119,0,69.9395065307617,"YES"
11039,10819,1,"Line","","Closed","Closed","NO",11039,0.0180887190347016,0.0334064284477513,0.0321606411422901,0,48.8351287841797,"YES"
10820,10822,1,"Line","","Closed","Closed","NO",10820,0.00189893578933144,0.00129255132990535,0,0,0,"YES"
10820,10823,1,"Line","","Closed","Closed","NO",10820,0.00217922222108105,0.00119925591662642,0,0,0,"YES"
13410,10823,1,"Line","","Closed","Closed","NO",13410,0.0759136500999122,0.0519216604526016,0.00198175742102812,0,16.0532703399658,"YES"
13591,10823,1,"Line","","Closed","Closed","NO",13591,0.0371653900486174,0.036423353818424,0.00311670677728307,0,15.5948724746704,"YES"
10824,10828,1,"TransformerWinding","","Closed","Closed","NO",10824,0.00205317354336058,0.0230131226005485,0,0,0,"YES"
10824,10835,1,"Line","","Closed","Closed","NO",10824,0.00169787002280395,0.00135918590385879,0,0,0,"YES"
10825,10828,1,"TransformerWinding","","Closed","Closed","NO",10825,-0.00107407754776738,-0.0120388641445754,0,0,0,"YES"
10961,10825,1,"Line","","Closed","Closed","NO",10961,0.00868657079798454,0.0150414286364472,0.0152489246101622,0,21.9701747894287,"YES"
10825,74217,1,"Line","","Closed","Closed","NO",10825,0.00909980861547741,0.0184381226793145,0.0214552114152974,0,28.7933006286621,"YES"
10827,10828,1,"TransformerWinding","","Closed","Closed","NO",10827,0.00499740781503356,0.0560137628481011,0,0,0,"YES"
10885,10835,1,"Line","","Closed","Closed","NO",10885,0.000909326791380038,0.00369792120783931,0.110602397181312,0,32.0706977844238,"YES"
13594,10835,1,"Line","","Closed","Closed","NO",13594,0.00303944742887735,0.0141090021072982,0.377732368415164,0,115.253662109375,"YES"
10836,10837,1,"Line","","Closed","Closed","NO",10836,0.00221388921324814,0.00124816988423695,0,0,0,"YES"
10838,10841,1,"TransformerWinding","","Closed","Closed","NO",10838,0.00169642496108719,0.0215322943598353,0,0,0,"YES"
10839,10841,1,"TransformerWinding","","Closed","Closed","NO",10839,0.00166291226204684,0.0211069409471588,0,0,0,"YES"
10840,10841,1,"TransformerWinding","","Closed","Closed","NO",10840,0.018665962191634,0.236922415921084,0,0,0,"YES"
10842,10862,1,"Line","","Closed","Closed","NO",10842,0.00758806396874207,0.0137871307108417,0.0162531776986703,0,22.9989452362061,"YES"
10999,10843,1,"Line","","Closed","Closed","NO",10999,0.0132197464170882,0.009608217718003,0.000474344334464723,0,3.05665969848633,"YES"
10844,10855,1,"Line","","Closed","Closed","NO",10844,0.00171038448777843,0.00128008254691781,0,0,0,"YES"
10845,10854,1,"Line","","Closed","Closed","NO",10845,0.00166529790362314,0.0011888982170687,0,0,0,"YES"
13465,10846,1,"Line","","Closed","Closed","NO",13465,0.0950154530037382,0.0810532836783466,0.00201335501497511,0,19.3084506988525,"YES"
10942,10854,1,"Line","","Closed","Closed","NO",10942,0.00961446265342852,0.0180021679650953,0.0195803880515373,0,29.7001094818115,"YES"
10854,10974,1,"Line","","Closed","Closed","NO",10854,0.00606662088880919,0.0105912396169316,0.0116874224405133,0,16.1704254150391,"YES"
10855,10941,1,"Line","","Closed","Closed","NO",10855,0.00101706209713809,0.00412032196647213,0.117056937036936,0,32.1676712036133,"YES"
13470,10855,1,"Line","","Closed","Closed","NO",13470,0.00090691222661632,0.00350529076435671,0.153334566031282,0,31.930643081665,"YES"
10856,10861,1,"Line","","Closed","Closed","NO",10856,0.0020513237765508,0.00117100557769298,0,0,0,"YES"
10857,10928,1,"Line","","Closed","Closed","NO",10857,0.0029771002328755,0.00589845191545849,0.00924848873207219,0,12.3015966415405,"YES"
10986,10861,1,"Line","","Closed","Closed","NO",10986,0.000925078238506223,0.00360376429165892,0.182831266120852,0,35.8743171691895,"YES"
10970,10870,1,"Line","","Closed","Closed","NO",10970,0.00827250051956802,0.0135548887920258,0.0191581138893657,0,25.5718002319336,"YES"
10870,74207,1,"Line","","Closed","Closed","NO",10870,0.00939804915697912,0.0163734084392062,0.0141118074430171,0,24.1218700408936,"YES"
10874,10878,1,"TransformerWinding","","Closed","Closed","NO",10874,0.00203887110950617,0.0217383230462681,0,0,0,"YES"
10874,10885,1,"Line","","Closed","Closed","NO",10874,0.00158235289779718,0.00131497970179303,0,0,0,"YES"
10874,10886,1,"Line","","Closed","Closed","NO",10874,0.00196856174967522,0.00122568679888861,0,0,0,"YES"
10875,10878,1,"TransformerWinding","","Closed","Closed","NO",10875,-0.00100604307620683,-0.0107263692900487,0,0,0,"YES"
10942,10875,1,"Line","","Closed","Closed","NO",10942,0.0108211551559356,0.018535846003469,0.0209690277274968,0,27.1493301391602,"YES"
10876,10962,1,"Line","","Closed","Closed","NO",10876,0.0415065719031554,0.0418734202284186,0.00126852311449823,0,11.7519397735596,"YES"
10877,10878,1,"TransformerWinding","","Closed","Closed","NO",10877,0.00568330775840093,0.0605950875918788,0,0,0,"YES"
10885,10941,1,"Line","","Closed","Closed","NO",10885,0.000789311699109367,0.003397764767902,0.111317543786673,0,28.597749710083,"YES"
10887,10891,1,"Line","","Closed","Closed","NO",10887,0.00158162614097024,0.00134250418439986,0,0,0,"YES"
11034,10891,1,"Line","","Closed","Closed","NO",11034,0.00836260124270329,0.0148078350677374,0.0226768292289425,0,25.1568183898926,"YES"
