"BusNum","GenID","GenStatus","GenVoltSet","GenRegNum","GenRMPCT","GenAGCAble","GenParFac","GenMWSetPoint","GenMWMax","GenMWMin","GenEnforceMWLimits","GenAVRAble","GenMvrSetPoint","GenMVRMax","GenMVRMin","GenUseCapCurve","GenWindControlMode","GenWindPowerFactor","GenUseLDCRCC","GenRLDCRCC","GenXLDCRCC","GenMVABase","GenZR","GenZX","GenStepR","GenStepX","GenStepTap","TSGovRespLimit","GenUnitType:1","AreaNum","ZoneNum","BANumber","OwnerNum","OwnPercent","OwnerNum:1","OwnPercent:1","OwnerNum:2","OwnPercent:2","OwnerNum:3","OwnPercent:3","OwnerNum:4","OwnPercent:4","OwnerNum:5","OwnPercent:5","OwnerNum:6","OwnPercent:6","OwnerNum:7","OwnPercent:7","EMSType","EMSDeviceID","DataMaintainerAssign","llLabels","GenUnitType","GenTotalFixedCosts","GenCostModel","GenFuelType","GenFuelCost","GenFixedCost","GenIOD","GenIOC","GenIOB"
13522,1,"Closed",0.959517995811402,13522,1,"YES",0.0209521099213102,0.0209521098263963,0.0209521100622566,0.0141079817136526,"YES","YES",-0.00631979422138597,0.028979822214289,-3.26340012252331,"NO ","None",1,"NO",0,1,0.0180678141062141,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.16690851930552,"Cubic","Natural Gas",0.61792861135564,0.16690851930552,0,0.468009478672986,0.575104245705653
13522,2,"Open",0.959517995811402,13522,1,"YES",0.0209521099213102,0.0210375865916611,0.0209521100622566,0.0245532985991618,"YES","YES",0,0.028979822214289,-3.26340012252331,"NO ","None",1,"NO",0,1,0.0244859682308181,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.16690851930552,"Cubic","Natural Gas",0.627805520748107,0.16690851930552,0,0.468009478672986,0.575104245705653
13522,3,"Closed",0.959517995811402,13522,1,"YES",0.0209521099213102,0.0209521098263963,0.0209521100622566,0.0101831318481881,"YES","YES",-0.00631979422138597,0.028979822214289,-3.26340012252331,"NO ","None",1,"NO",0,1,0.0184081957266099,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.16690851930552,"Cubic","Natural Gas",0.544029655445502,0.16690851930552,0,0.468009478672986,0.575104245705653
13522,4,"Open",0.959517995811402,13522,1,"YES",0.0209521099213102,0,0.0209521100622566,0.0159050542454997,"YES","YES",0,0.0289709140678234,-3.2600000500679,"NO ","None",1,"NO",0,1,0.0185379901104428,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.16690851930552,"Cubic","Natural Gas",0.618066059722735,0.16690851930552,0,0.468009478672986,0.575104245705653
13526,1,"Closed",0.978856230470107,13523,1,"NO ",0.0884882186746358,0.0888492183889597,0.0884882205722617,0.0876689119972477,"YES","YES",-0.0117823990292286,0.0923351052743799,-6.08416683971882,"NO ","None",1,"NO",0,1,0.0712967434478397,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13527,1,"Closed",0.978856230470107,13523,1,"NO ",0.0884882186746358,0.0487082955616536,0.0884882205722617,0.0359033640986152,"YES","YES",-0.0117823990292286,0.0923351052743799,-6.08416683971882,"NO ","None",1,"NO",0,1,0.084369186149085,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13528,1,"Open",0.966898938866686,13523,1,"NO ",0.0884905947047998,0,0.0884905993209828,0.0945058604615934,"YES","YES",0,0.0923351052743799,-6.08000010251999,"NO ","None",1,"NO",0,1,0.0706830697547952,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13530,1,"Closed",0.985878378461792,13529,1,"NO ",0.0769669354034715,0.043521019001441,0.0769669380433827,0.0542638400938708,"YES","YES",-0.0301174972341044,0.0445485900807931,-15.5520007014275,"NO ","None",1,"NO",0,1,0.0645475435928552,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13533,1,"Closed",0.953982316577106,13532,1,"NO ",0.00926453852078823,0.0070834342881277,0.00926453813059439,0.00840002672851582,"YES","YES",-0.00123359343495258,0.00966729974625259,-0.637000007554889,"NO ","None",1,"NO",0,1,0.00922161941325466,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13534,1,"Closed",0.953982316577106,13532,1,"NO ",0.00926453852078823,0.00930233387353318,0.00926453813059439,0.0078789902043615,"YES","YES",-0.0012394030911486,0.00966342641952973,-0.63999998383224,"NO ","None",1,"NO",0,1,0.00748810701014209,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13539,1,"Closed",0.945891078258287,13537,1,"YES",0.110675604657811,0.110675593748968,0.110675599978197,0.159029534590454,"YES","YES",-0.0333864211679822,0.153084941620735,-17.2399997711182,"NO ","None",1,"NO",0,1,0.111097904125123,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.215846077222078,"Cubic","Natural Gas",0.570486545508353,0.215846077222078,0,0.468009478672986,0.596146853693776
13540,1,"Closed",0.945891078258287,13537,1,"YES",0.110675604657811,0.110675593748968,0.110675599978197,0.143197907684317,"YES","YES",-0.033383128572567,0.153080486104654,-17.2382995486259,"NO ","None",1,"NO",0,1,0.121564669221504,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.215846077222078,"Cubic","Natural Gas",0.563961672781699,0.215846077222078,0,0.468009478672986,0.596146853693776
13541,1,"Closed",0.945891078258287,13537,1,"YES",0.110675604657811,0.110675593748968,0.110675599978197,0.154596643490515,"YES","YES",-0.033383128572567,0.153080486104654,-17.2382995486259,"NO ","None",1,"NO",0,1,0.111602465954919,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.215846077222078,"Cubic","Natural Gas",0.590090223245876,0.215846077222078,0,0.468009478672986,0.596146853693776
13542,1,"Closed",0.945891078258287,13537,1,"YES",0.110675604657811,0.110675593748968,0.110675599978197,0.0381480998220587,"YES","YES",-0.033383128572567,0.153080486104654,-17.2382995486259,"NO ","None",1,"NO",0,1,0.114600467149083,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.215846077222078,"Cubic","Natural Gas",0.602370057432708,0.215846077222078,0,0.468009478672986,0.596146853693776
13543,1,"Closed",0.957672844219084,13543,1,"NO ",0.0338511984413416,0.0284651425913324,0.0338511978325114,0.0481143653869139,"YES","YES",-0.00451220190266652,0.0353228264953705,-2.32999995350838,"NO ","None",1,"NO",0,1,0.0270835704421657,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13543,2,"Open",0.957672844219084,13543,1,"NO ",0.0338511984413416,0,0.0338511978325114,0.0416851103820203,"YES","YES",0,0.0353228264953705,-2.32999995350838,"NO ","None",1,"NO",0,1,0.0328876595360473,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13544,1,"Open",0.979099991145158,13544,1,"NO ",0.0338511984413416,0.0339892976658126,0.0338511978325114,0.0408967299965806,"YES","YES",0,0.0353228264953705,-2.32749991118908,"NO ","None",1,"NO",0,1,0.0340928801276911,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13544,2,"Closed",0.979099991145158,13544,1,"NO ",0.0338511984413416,0.0291465511999725,0.0338511978325114,0.0321233855315211,"YES","YES",0.0353229895856794,0.0353228264953705,-2.32749991118908,"NO ","None",1,"NO",0,1,0.0362421823272078,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13548,1,"Open",0.959517995811402,13548,1,"NO ",0.00611459536934883,0,0.00611459535734175,0.00392898960449461,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.00501210703643306,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13548,2,"Closed",0.959517995811402,13548,1,"NO ",0.00611697071987037,0.00449958706631492,0.00611697092023865,0.00746699968170737,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.00562064577376064,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13549,1,"Closed",0.959517995811402,13549,1,"NO ",0.00534492606968552,0.0053667314909898,0.00534492625301269,0.00554680885340415,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.00434561735096996,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13549,2,"Closed",0.959517995811402,13549,1,"NO ",0.00611697071987037,0.00413559027948382,0.00611697092023865,0.00636139193188798,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.00486295549111192,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13549,3,"Open",0.959517995811402,13549,1,"NO ",0.00611697071987037,0.00549163052766525,0.00611697092023865,0.00402000163792465,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.0054538240350348,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13549,4,"Closed",0.959517995811402,13549,1,"NO ",0.00611459536934883,0.0051377508123129,0.00611459535734175,0.00399202141655048,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.0053752235381354,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13549,5,"Closed",0.959517995811402,13549,1,"NO ",0.00611697071987037,0.00370081744295487,0.00611697092023865,0.00514680236256887,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.00573547527506931,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13551,1,"Closed",0.972569853650445,13550,1,"YES",0.0948902498074383,0.0948902560394425,0.0948902574472166,0.118219437771186,"YES","YES",-0.0286217874311019,0.131247049086305,-14.7796496748924,"NO ","None",1,"NO",0,1,0.0888279622489299,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.207236324436382,"Cubic","Natural Gas",0.508457416809084,0.207236324436382,0,0.468009478672986,0.592444788662718
13552,1,"Closed",0.972569853650445,13550,1,"YES",0.0948902498074383,0.0948902560394425,0.0948902574472166,0.0461832135252627,"YES","YES",-0.0286217874311019,0.131247049086305,-14.7796496748924,"NO ","None",1,"NO",0,1,0.108051515432455,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.207236324436382,"Cubic","Natural Gas",0.577031125291285,0.207236324436382,0,0.468009478672986,0.592444788662718
13559,1,"Open",0.989455891831313,13554,1,"YES",0.119132466911306,0.119618473961357,0.119132459467141,0.130405514527499,"YES","YES",0,0.164777566324166,-18.5554996132851,"NO ","None",1,"NO",0,1,0.117848526633102,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.220458668048717,"Cubic","Natural Gas",0.668552197729246,0.220458668048717,0,0.468009478672986,0.598130169640872
13560,1,"Closed",0.960440627721896,13554,1,"YES",0.119132466911306,0.119132457876559,0.119132459467141,0.0652844531232702,"YES","YES",-0.0359339752491938,0.164777566324166,-18.5554996132851,"NO ","None",1,"NO",0,1,0.110704041130152,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.220458668048717,"Cubic","Natural Gas",0.539534108488681,0.220458668048717,0,0.468009478672986,0.598130169640872
13561,1,"Closed",0.960440627721896,13554,1,"YES",0.11913483750433,0.119134837799468,0.119134838215862,0.0864797917242113,"YES","YES",-0.0359426900942016,0.164781756356128,-18.5599997639656,"NO ","None",1,"NO",0,1,0.106059533141501,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0.220458668048717,"Cubic","Natural Gas",0.529799490722903,0.220458668048717,0,0.468009478672986,0.598130169640872
13563,1,"Closed",0.959517995811402,13563,1,"NO ",0.0115806731509853,0.00928086765130987,0.011580672663243,0.0162412239097977,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.011729595566996,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13563,2,"Open",0.959517995811402,13563,1,"NO ",0.0115806731509853,0,0.011580672663243,0.0157159584179784,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.010582871309837,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13563,3,"Open",0.959517995811402,13563,1,"NO ",0.0141106042802558,0.00988587881528086,0.0141106046707887,0.0184038802471321,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.0120690604626658,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13566,1,"Closed",0.976369804247384,13562,1,"NO ",0.0115806731509853,0.00839349228249859,0.011580672663243,0.0107835489836026,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.00921014305748798,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13567,1,"Closed",0.976369804247384,13562,1,"NO ",0.0115806731509853,0.00901162181185868,0.011580672663243,0.0147544588268898,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.00967089885032341,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13570,1,"Closed",0.985951102641089,13569,1,"NO ",0.069127710501266,0.0497189311044562,0.0691277121643365,0.0332562479330265,"YES","YES",0.0211552905850217,0.0400112327484957,-13.9679998159409,"NO ","None",1,"NO",0,1,0.0549774693277744,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13572,1,"Open",0.959517995811402,13572,1,"NO ",0.0132910492214277,0,0.0132910492765953,0.0114087771584413,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.01077093500906,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13572,2,"Closed",0.959517995811402,13572,1,"NO ",0.0132910492214277,0.013345271632288,0.0132910492765953,0.00592500050844668,"YES","YES",0,0,0,"NO ","None",1,"NO",0,1,0.0132895226839209,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Solar",0,0,0,0,0
13573,1,"Closed",0.979099991145158,13573,1,"NO ",0.0178164202322851,0.0131948321415635,0.0178164201354147,0.00945987114658783,"YES","YES",0.0103122212692453,0.0103121736565326,-3.59999984502792,"NO ","None",1,"NO",0,1,0.0169909544349758,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13574,1,"Open",0.959517995811402,13574,1,"NO ",0.00705530214012789,0,0.00705530233539433,0.00216409593177788,"YES","YES",0,0.00408613821537235,-1.4299999922514,"NO ","None",1,"NO",0,1,0.00563967159547463,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13574,2,"Closed",0.959517995811402,13574,1,"NO ",0.051311290268981,0.0515206223135021,0.0513112920289218,0.0524209525715931,"YES","YES",-0.0200783305274995,0.0296990590919631,-10.3679999709129,"NO ","None",1,"NO",0,1,0.0483862790869837,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13577,1,"Closed",0.973451409867077,13576,1,"NO ",0.0181727486369308,0.0166906008860069,0.0181727481983017,0.0178726239134645,"YES","YES",0.0140558892706337,0.0189627803269896,-1.24949999153614,"NO ","None",1,"NO",0,1,0.0168783745847929,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13578,1,"Closed",0.973451409867077,13576,1,"NO ",0.0181727486369308,0.0173021013917448,0.0181727481983017,0.0263392034629276,"YES","YES",0.0070279439138893,0.0189627803269896,-1.24949999153614,"NO ","None",1,"NO",0,1,0.0149734573598466,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13578,2,"Closed",0.973451409867077,13576,1,"NO ",0.00855188171149683,0.00578401024141392,0.0085518814738496,0.00813641951198937,"YES","YES",0.0070279439138893,0.0089236614152215,-0.588000006973743,"NO ","None",1,"NO",0,1,0.00763052365564913,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13583,1,"Open",0.960901999791479,13580,1,"NO ",0.0285062723716561,0,0.0285062726414401,0.0237630334544889,"YES","YES",0,0.0297455390126373,-1.96000002324581,"NO ","None",1,"NO",0,1,0.0250282692825263,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13583,2,"Closed",0.960901999791479,13580,1,"NO ",0.0285062723716561,0.0171513324224456,0.0285062726414401,0.0148661010685796,"YES","YES",-0.0037956721075464,0.0297455390126373,-1.96000002324581,"NO ","None",1,"NO",0,1,0.0226711213722781,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13584,1,"Closed",0.960901999791479,13580,1,"NO ",0.0285062723716561,0.0241915325106682,0.0285062726414401,0.0374978610174284,"YES","YES",-0.0037956721075464,0.0297455390126373,-1.96000002324581,"NO ","None",1,"NO",0,1,0.027650335503953,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13585,1,"Closed",0.960901999791479,13580,1,"NO ",0.010689852139371,0.0100585106606216,0.0106898525060254,0.0134531358937205,"YES","YES",-0.0014233770403299,0.0111545764083148,-0.735000008717179,"NO ","None",1,"NO",0,1,0.0123087245211065,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13586,1,"Closed",0.956205791021908,13581,1,"NO ",0.00570125447433122,0.00429338492622341,0.00570125431589973,0.00674441523923393,"YES","YES",-0.000755261257259639,0.00594523440366219,-0.389999989420176,"NO ","None",1,"NO",0,1,0.00573805896857744,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13586,2,"Closed",0.956205791021908,13581,1,"NO ",0.00566562149793815,0.00407871577321119,0.00566562140341689,0.00737473492520724,"YES","YES",-0.000755261257259639,0.00590650330070634,-0.389999989420176,"NO ","None",1,"NO",0,1,0.00557827590283548,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13587,1,"Closed",0.960901999791479,13580,1,"NO ",0.00566562149793815,0.00498032669568569,0.00566562140341689,0.00609308534059565,"YES","YES",-0.000755261257259639,0.00590650330070634,-0.389999989420176,"NO ","None",1,"NO",0,1,0.00488858648744295,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13590,1,"Closed",0.963946539198838,13589,1,"NO ",0.0734036513570144,0.073703107500316,0.073403648918981,0.0816893661808922,"YES","YES",-0.0287192955810403,0.0424880928064146,-14.8300006985664,"NO ","None",1,"NO",0,1,0.0740387881798552,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13593,1,"Closed",0.958134104059996,13593,1,"NO ",0.0145381986376876,0.0104615482594455,0.0145381985586414,0.0115138305698881,"YES","YES",-0.00193656733555584,0.0151632524177754,-0.999999977648258,"NO ","None",1,"NO",0,1,0.0115944489377409,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13593,2,"Open",0.958134104059996,13593,1,"NO ",0.0145381986376876,0,0.0145381985586414,0.0139300535542126,"YES","YES",0,0.0151632524177754,-0.999999977648258,"NO ","None",1,"NO",0,1,0.0147162209424207,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13597,1,"Open",0.960271162427547,13594,1,"NO ",0.093001713612528,0.0797751267995629,0.093001709368831,0.111087458739427,"YES","YES",0,0.0970448108566475,-6.39450028538704,"NO ","None",1,"NO",0,1,0.0921401751670688,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13598,1,"Closed",0.960271162427547,13594,1,"NO ",0.093001713612528,0.0629911128731071,0.093001709368831,0.0493329812027013,"YES","YES",0.0970413920740205,0.0970409440227428,-6.3900001347065,"NO ","None",1,"NO",0,1,0.0882792852037862,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13599,1,"Closed",0.960271162427547,13594,1,"NO ",0.093001713612528,0.0827693086642979,0.093001709368831,0.0874672928525622,"YES","YES",0.0970413920740205,0.0970409440227428,-6.3900001347065,"NO ","None",1,"NO",0,1,0.101628327970205,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13600,1,"Closed",0.981453650849195,13600,1,"NO ",0.00783922490220543,0.00658609277717452,0.00783922481710481,0.00826293867176296,"YES","YES",0.00818006085247298,0.00818002308419042,-0.539000006392598,"NO ","None",1,"NO",0,1,0.00647876606084423,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13600,2,"Closed",0.981453650849195,13600,1,"NO ",0.0128278225672452,0.0104900145685403,0.0128278230072304,0.0173136675676442,"YES","YES",0.013385553204048,0.013385491401408,-0.882000010460615,"NO ","None",1,"NO",0,1,0.015040153407829,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13602,1,"Closed",0.984723657658109,13601,1,"NO ",0.010689852139371,0.0087090970369465,0.0106898525060254,0.0107875376601194,"YES","YES",0.0111546279105158,0.0111545764083148,-0.735000008717179,"NO ","None",1,"NO",0,1,0.00950281391249119,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13603,1,"Open",0.986631545077937,13601,1,"NO ",0.0185290770415765,0.0141873954113449,0.0185290762611888,0.0262096904476445,"YES","YES",0,0.0193345994925052,-1.27400001510978,"NO ","None",1,"NO",0,1,0.0170923898096879,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13606,1,"Closed",0.959693296996682,13605,1,"NO ",0.0704817595263477,0.0468050524449707,0.0704817596528604,0.0341212804119991,"YES","YES",-0.0275767188006009,0.0408032873028503,-14.2399996519089,"NO ","None",1,"NO",0,1,0.0800303193730571,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13612,1,"Open",0.96136325963239,13611,1,"NO ",0.0114025089486624,0.0104726129816793,0.0114025086317995,0.00937358157778969,"YES","YES",0,0.0118982147393458,-0.784000009298325,"NO ","None",1,"NO",0,1,0.00920184388800599,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13612,2,"Closed",0.96136325963239,13611,1,"NO ",0.0114025089486624,0.0114490264699291,0.0114025086317995,0.00615466249109216,"YES","YES",-0.00151826884301856,0.0118982147393458,-0.784000009298325,"NO ","None",1,"NO",0,1,0.0117226487826933,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13613,1,"Closed",0.96136325963239,13611,1,"NO ",0.0051311288909696,0.00376386753995677,0.00513112877811562,0.00231117035558506,"YES","YES",-0.000677798603515922,0.00534490122571017,-0.350000010803342,"NO ","None",1,"NO",0,1,0.00452870500784232,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Hydro",0,0,0,0,0
13614,1,"Open",0.959517995811402,13614,1,"NO ",0.00705530214012789,0,0.00705530233539433,0.00439122367561162,"YES","YES",0,0.00408613821537235,-1.4299999922514,"NO ","None",1,"NO",0,1,0.00604009382072185,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
13614,2,"Open",0.959517995811402,13614,1,"NO ",0.00705530214012789,0.0066735789352358,0.00705530233539433,0.00791540174901649,"YES","YES",0,0.00408362080550098,-1.42559995874763,"NO ","None",1,"NO",0,1,0.00620525561744697,0,1,0,0,1,"Normal","UN",2,1,1,1,1,"","","","","","","","","","","","","","","","","","","UN (Unknown)",0,"Cubic","Wind",0,0,0,0,0
